country_name,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12,2022-1,2022-2,2022-3,2022-4,2022-5,2022-6,2022-7,2022-8,2022-9,2022-10
Belgium,8.662327822158252e-06,0.11066123792807167,0.4202874836032962,0.5057153605854209,0.5321008111317149,0.595543700101202,0.7383421742494807,1.0260700551902893,3.7181223087771644,5.001151656483955,5.600160287714021,6.1284106966225576,6.657912118884194,7.615308820024229,8.545383876018068,9.164755043242586,9.364360113435742,9.705958345105689,10.223300513415651,10.743585411035426,11.742007728418361,15.240360576678292,18.168488426098918,27.228780893695674,30.69856941932961,33.23340710580243,35.00594845546408,35.83534937618453,36.642399361678,38.09371721251563,38.68105491581637,39.21773625240574,39.802260671967495
Albania,0.0,0.00856282346241819,0.02723894047921507,0.04006555669452462,0.08932822007090581,0.1859154592087176,0.3352186814731862,0.48096287011747274,0.7355923447653486,1.3454556602553553,2.054936679153824,2.7786728580137185,3.811512462717834,4.4513466393234475,4.662182492515114,4.705928798086259,4.7132554151168735,4.733172432287477,5.206414986701835,6.050896514735392,6.590398717344094,7.111264282457447,7.4768482458442795,9.195366732748484,9.658437381965,9.733624121784024,9.784483647773241,9.81983635325106,9.988775338180282,11.100073764095736,11.713766855664934,11.815806002562182,11.8423027486195
Iceland,0.00027287884452182075,0.30971748853226655,0.4903632836057119,0.4928191932064083,0.49773101240780104,0.5143766219236321,0.5749557254074764,0.744413487855527,1.327555578598658,1.4713627296616576,1.5701448713785564,1.6121623980982824,1.6247867954176123,1.666689050349857,1.7384063712915832,1.7663412079130796,1.7859493143877838,2.137820814139325,2.897970695281967,3.16979814394499,3.6240078432425897,4.806403524087082,7.268161001356452,18.17725191044736,34.87664352193825,48.722384130863965,49.84729851327576,50.575753099020936,52.105722612444424,54.300218912421606,54.987845660027666,55.2349615224486,55.42808794101452
Honduras,0.0,0.0014235798125478564,0.0077842555707404075,0.052521008403361345,0.19746364520433318,0.42418639889635207,0.6160163027148575,0.7764062949285827,0.9782113537456505,1.0929559251612986,1.2300032469735298,1.4691750785104314,1.6923790275538273,1.8785959725306403,2.1100380264561425,2.367357070867776,2.611151313416266,2.952510952505785,3.3663639270777668,3.6370289001464178,3.730311277140779,3.7549361551840335,3.770269563909111,3.894208820953287,4.086378268733937,4.184261662085857,4.2052991386062635,4.227081920152194,4.246797722427341,4.371472347096699,4.506044622504992,4.5353400787081855,4.541272706711343
Estonia,7.521743479964709e-05,0.05603698892573708,0.1270422473766039,0.1405813856405404,0.14960747781649802,0.15524878542647158,0.1786414076491618,0.2535579727096103,0.3689415176922689,0.9257761875140562,2.1053360000421217,3.3257752092527086,4.9350989351922205,8.006295260349038,9.179509709957616,9.745616714337515,9.85996656771392,10.047515373284565,10.679373543355897,11.75524015726114,14.592320203663107,16.745031423640626,18.161164081507373,25.39341615673152,37.196051319010515,41.85084265309715,43.04617477171406,43.39802626134659,43.64207292210518,44.11489451978328,44.975452396607416,45.288033739225156,45.637101712689976
China,0.005623697824392318,0.005937637304230742,0.006153213804833108,0.0062005527602579545,0.006258309120544257,0.00648430302600808,0.006683438452271278,0.0067703210261498125,0.006884912479625823,0.007033165615477288,0.007268868258805187,0.007634526607946982,0.007717366677051177,0.007796100144439095,0.007879719051799823,0.007950239315755189,0.008041646605681272,0.008166543940638364,0.008351270214392931,0.008477017191084426,0.008595258999122037,0.008754000396499475,0.00905548160525645,0.009512093234019655,0.028361678325639354,0.09809786456710753,0.14271318927185703,0.1484525191877425,0.15114545866492962,0.1600708742813447,0.17687331841740064,0.19523648361607523,0.20903247047494972
Dominican,0.0,0.010223173066428316,0.0642704802697369,0.15933953692805541,0.3002238957866884,0.6420502983802217,0.873117977445228,1.0343841538420695,1.170899005005944,1.3273347551748245,1.5743594338592966,1.9542230151344102,2.1875411390145842,2.307226571736308,2.4335216347624193,2.6729381468239906,2.9690477585958517,3.1213613939527725,3.1968426416829945,3.2778562595298726,3.4843615599238755,3.7179261755419213,3.8231598889655145,5.069011296077294,5.245307664596684,5.276931641633149,5.288142451044458,5.331789747294844,5.530398182753356,5.735159782335014,5.829073134463799,5.882534453610893,5.909155561300943
Denmark,5.14455866889003e-05,0.052114379315856,0.16044163635378375,0.20353588947018592,0.22238212272721972,0.24055956335729783,0.2985558880845848,0.4883729544377306,0.8036315096673117,1.389065137658101,2.8143479683451873,3.4004623396695735,3.6177677896533784,3.9492153731440376,4.289917262746996,4.814714961395714,5.028451868985662,5.428094468366579,5.925282917968088,6.156162488540966,6.6714156168635315,8.40883475480272,13.843417482067222,30.271159706273103,47.99262660599348,53.0227688371657,54.01106726224331,54.35666949475074,54.95205262046263,55.940658384119615,56.68405918453172,57.13361015433007,57.73223740949093
Georgia,2.6862108202720812e-05,0.002954831902299289,0.014478676321266514,0.021033030722730394,0.02492803641212491,0.031374942380777905,0.039943954897445844,0.16633017399124725,1.0459030449811375,3.6420720785576983,6.108980647462767,6.959777382900871,7.300794637343911,7.5974826147802,8.367285856425992,9.274714785323882,9.871029846761994,11.312432420772204,14.825257980752896,16.52942746743389,19.3939777976115,22.802154985290983,25.20461844194995,31.707917521659056,43.29039721081484,44.44425269845036,44.62852659082513,44.683965151363985,44.77227316973206,45.46765499742491,46.801416164007534,48.01505146132918,48.01505146132918
Guatemala,0.0,0.0002254078146397986,0.00355313897287472,0.030174988238754093,0.1073415740453104,0.29533762323949825,0.4393910121481169,0.5442175095248148,0.640270897484348,0.7240454913306079,0.8186574556333654,0.9322406071954545,1.020132034689469,1.1328864846970843,1.3306509634918018,1.4869712268083934,1.7158816968995332,2.153649738575897,2.7485913583988912,3.2748294451595017,3.515961020110994,3.611882958402772,3.6725209129346514,4.034484205668512,4.54121878840282,4.844455318039205,4.947741480206661,5.032231337624767,5.322779192630914,6.092293830662361,6.440504727539498,6.5720847054070815,6.66578568729191
